CEP,CEP_Formatado,UF,Cidade_Referencia,Regiao
13104-010,13104010,SP,São Paulo,Sudeste
01050-070,1050070,SP,São Paulo,Sudeste
76804-324,76804324,SP,São Paulo,Sudeste
04512-000,4512000,SP,São Paulo,Sudeste
05822-015,5822015,SP,São Paulo,Sudeste
78731-642,78731642,SP,São Paulo,Sudeste
29090-690,29090690,SP,São Paulo,Sudeste
82820-150,82820150,SP,São José dos Campos,Sudeste
07111-020,7111020,SP,São Paulo,Sudeste
75460-000,75460000,SP,Campinas,Sudeste
51021-360,51021360,SP,São Paulo,Sudeste
72145-832,72145832,SP,São José dos Campos,Sudeste
88309-335,88309335,SP,Sorocaba,Sudeste
35409-050,35409050,SP,Santos,Sudeste
30130-153,30130153,SP,São Paulo,Sudeste
03061-000,3061000,SP,São Paulo,Sudeste
38041-056,38041056,SP,São Paulo,Sudeste
74210-030,74210030,SP,São Paulo,Sudeste
04038-001,4038001,SP,São Paulo,Sudeste
66813-250,66813250,SP,São Paulo,Sudeste
12209-460,12209460,SP,São Paulo,Sudeste
38401-102,38401102,SP,São Paulo,Sudeste
29934-739,29934739,SP,Campinas,Sudeste
22421-025,22421025,SP,São Paulo,Sudeste
95590-000,95590000,SP,São Paulo,Sudeste
17210-743,17210743,SP,São Paulo,Sudeste
09361-303,9361303,SP,São Paulo,Sudeste
03437-040,3437040,SP,São Paulo,Sudeste
13294-458,13294458,SP,São Paulo,Sudeste
13866-026,13866026,SP,São Paulo,Sudeste
60450-615,60450615,SP,São Paulo,Sudeste
30360-000,30360000,SP,São Paulo,Sudeste
91240-090,91240090,SP,São Paulo,Sudeste
13289-708,13289708,SP,São Paulo,Sudeste
06729-220,6729220,SP,São José dos Campos,Sudeste
32240-520,32240520,SP,São Paulo,Sudeste
81650-050,81650050,SP,São Paulo,Sudeste
74085-500,74085500,SP,São Paulo,Sudeste
09335-300,9335300,SP,São Paulo,Sudeste
89226-000,89226000,SP,São Paulo,Sudeste
51111-230,51111230,SP,Santos,Sudeste
09942-200,9942200,SP,São Paulo,Sudeste
38425-365,38425365,SP,Sorocaba,Sudeste
20241-220,20241220,SP,São Paulo,Sudeste
09320-765,9320765,SP,São Paulo,Sudeste
45400-000,45400000,SP,São Paulo,Sudeste
11531-000,11531000,SP,São Paulo,Sudeste
13222-030,13222030,SP,São Paulo,Sudeste
90040-390,90040390,SP,Sorocaba,Sudeste
70875-040,70875040,SP,São Paulo,Sudeste
14170-446,14170446,SP,São Paulo,Sudeste
18150-000,18150000,SP,São Paulo,Sudeste
78525-000,78525000,SP,São Paulo,Sudeste
02952-152,2952152,SP,São Paulo,Sudeste
07786-870,7786870,SP,São Paulo,Sudeste
68537-000,68537000,SP,São Paulo,Sudeste
91040-080,91040080,SP,São Paulo,Sudeste
69800-000,69800000,SP,Sorocaba,Sudeste
09791-140,9791140,SP,São Paulo,Sudeste
54450-135,54450135,SP,Ribeirão Preto,Sudeste
69079-040,69079040,SP,São Paulo,Sudeste
20731-205,2073120,SP,São Paulo,Sudeste
99040-010,99040010,SP,Ribeirão Preto,Sudeste
41680-020,41680020,SP,São Paulo,Sudeste
07179-493,7179493,SP,São Paulo,Sudeste
14063-115,14063115,SP,São Paulo,Sudeste
55665-000,55665000,SP,São Paulo,Sudeste
29102-265,29102265,SP,São Paulo,Sudeste
80060-050,80060050,SP,São Paulo,Sudeste
70722-010,70722010,SP,São Paulo,Sudeste
02537-000,2537000,SP,São Paulo,Sudeste
46765-003,4676500,SP,São Paulo,Sudeste
24030-040,24030040,SP,São José dos Campos,Sudeste
08051-480,8051480,SP,São Paulo,Sudeste
60824-235,60824235,SP,São Paulo,Sudeste
69095-660,69095660,SP,São Paulo,Sudeste
59020-240,59020240,SP,São Paulo,Sudeste
55811-020,55811020,SP,São Paulo,Sudeste
81170-755,81170755,SP,São Paulo,Sudeste
42850-000,42850000,SP,São Paulo,Sudeste
66083-513,66083513,SP,Campinas,Sudeste
06814-105,6814105,SP,São Paulo,Sudeste
97220-000,97220000,SP,São Paulo,Sudeste
20540-320,20540320,SP,Sorocaba,Sudeste
14093-150,14093150,SP,São Paulo,Sudeste
70867-150,70867150,SP,São Paulo,Sudeste
18230-000,18230000,SP,São José dos Campos,Sudeste
03374-001,3374001,SP,Ribeirão Preto,Sudeste
05847-000,5847000,SP,São Paulo,Sudeste
88220-000,88220000,SP,São Paulo,Sudeste
15503-282,15503282,SP,São Paulo,Sudeste
17053-851,17053851,SP,São Paulo,Sudeste
04070-070,4070070,SP,São Paulo,Sudeste
08160-200,8160200,SP,São Paulo,Sudeste
55620-000,55620000,SP,São Paulo,Sudeste
04814-390,4814390,SP,São Paulo,Sudeste
09210-020,9210020,SP,São Paulo,Sudeste
09854-500,9854500,SP,São Paulo,Sudeste
03154-100,3154100,SP,São Paulo,Sudeste
91320-001,91320001,SP,São Paulo,Sudeste
13453-482,13453482,SP,São Paulo,Sudeste
78010-900,78010900,SP,Santos,Sudeste
66093-682,66093682,SP,São Paulo,Sudeste
52031-090,52031090,SP,São José dos Campos,Sudeste
78005-500,78005500,SP,São Paulo,Sudeste
05750-260,5750260,SP,São Paulo,Sudeste
23900-470,23900470,SP,São Paulo,Sudeste
45810-000,45810000,SP,São Paulo,Sudeste
06454-000,6454000,SP,São José dos Campos,Sudeste
76860-000,76860000,SP,Ribeirão Preto,Sudeste
55645-250,55645250,SP,São Paulo,Sudeste
54440-350,54440350,SP,São Paulo,Sudeste
70845-060,70845060,SP,São Paulo,Sudeste
34710-075,34710075,SP,São Paulo,Sudeste
75713-502,75713502,SP,Santos,Sudeste
21061-030,21061030,SP,São Paulo,Sudeste
74520-040,74520040,SP,São Paulo,Sudeste
13272-532,13272532,SP,São Paulo,Sudeste
29146-547,29146547,SP,São Paulo,Sudeste
09403-370,9403370,SP,São Paulo,Sudeste
04704-040,4704040,SP,São Paulo,Sudeste
06145-055,6145055,SP,São Paulo,Sudeste
75090-310,75090310,SP,São Paulo,Sudeste
04349-110,4349110,SP,São Paulo,Sudeste
60010-733,60010733,SP,São Paulo,Sudeste
06093-085,6093085,SP,São Paulo,Sudeste
37556-615,37556615,SP,São Paulo,Sudeste
59140-800,59140800,SP,São Paulo,Sudeste
78365-000,78365000,SP,Sorocaba,Sudeste
03333-000,3333000,SP,São Paulo,Sudeste
30730-530,30730530,SP,Sorocaba,Sudeste
13990-000,13990000,SP,São Paulo,Sudeste
38680-000,38680000,SP,São Paulo,Sudeste
76954-000,76954000,SP,Sorocaba,Sudeste
14090-405,14090405,SP,São Paulo,Sudeste
36546-000,36546000,SP,São Paulo,Sudeste
14026-564,14026564,SP,São Paulo,Sudeste
14026-590,14026590,SP,São Paulo,Sudeste
54768-450,54768450,SP,São Paulo,Sudeste
04915-090,4915090,SP,São Paulo,Sudeste
04330-060,4330060,SP,São Paulo,Sudeste
62670-000,62670000,SP,São Paulo,Sudeste
09820-680,9820680,SP,São Paulo,Sudeste
83025-443,83025443,SP,São Paulo,Sudeste
04689-165,4689165,SP,São Paulo,Sudeste
85935-000,85935000,SP,São Paulo,Sudeste
66055-190,66055190,SP,São Paulo,Sudeste
59218-000,59218000,SP,São Paulo,Sudeste
81460-350,81460350,SP,São Paulo,Sudeste
29375-000,29375000,SP,São Paulo,Sudeste
88220-000,88220000,SP,São Paulo,Sudeste
77480-000,77480000,SP,São Paulo,Sudeste
02945-110,2945110,SP,São Paulo,Sudeste
31080-365,31080365,SP,São Paulo,Sudeste
30627-170,30627170,SP,São Paulo,Sudeste
13082-572,13082572,SP,Ribeirão Preto,Sudeste
14150-000,14150000,SP,São Paulo,Sudeste
50740-330,50740330,SP,São Paulo,Sudeste
07428-330,7428330,SP,Ribeirão Preto,Sudeste
06706-155,6706155,SP,Campinas,Sudeste
85905-040,85905040,SP,São Paulo,Sudeste
80630-080,80630080,SP,São Paulo,Sudeste
06606-330,6606330,SP,São Paulo,Sudeste
99010-130,99010130,SP,São Paulo,Sudeste
08775-420,8775420,SP,Campinas,Sudeste
72630-302,72630302,SP,São Paulo,Sudeste
09619-110,9619110,SP,São José dos Campos,Sudeste
09715-200,9715200,SP,São Paulo,Sudeste
76054-870,76054870,SP,São Paulo,Sudeste
70658-251,70658251,SP,São Paulo,Sudeste
13283-542,13283542,SP,São Paulo,Sudeste
29885-000,29885000,SP,São Paulo,Sudeste
09210-100,9210100,SP,São José dos Campos,Sudeste
12926-677,12926677,SP,São Paulo,Sudeste
83505-670,83505670,SP,São Paulo,Sudeste
76864-000,76864000,SP,São Paulo,Sudeste
88164-240,88164240,SP,São Paulo,Sudeste
26556-480,26556480,SP,São Paulo,Sudeste
18087-317,18087317,SP,Sorocaba,Sudeste
04929-340,4929340,SP,São Paulo,Sudeste
13475-010,13475010,SP,São Paulo,Sudeste
69085-170,69085170,SP,São Paulo,Sudeste
25065-050,25065050,SP,Sorocaba,Sudeste
09851-810,9851810,SP,São Paulo,Sudeste
06213-005,6213005,SP,São Paulo,Sudeste
13274-000,13274000,SP,São Paulo,Sudeste
01401-000,1401000,SP,São Paulo,Sudeste
96330-000,96330000,SP,São Paulo,Sudeste
75140-070,75140070,SP,São Paulo,Sudeste
89227-330,89227330,SP,Santos,Sudeste
84035-000,84035000,SP,São Paulo,Sudeste
83504-260,83504260,SP,São Paulo,Sudeste
62930-000,62930000,SP,São José dos Campos,Sudeste
89255-420,89255420,SP,São Paulo,Sudeste
56314-040,56314040,SP,São Paulo,Sudeste
14180-000,14180000,SP,São Paulo,Sudeste
87030-050,87030050,SP,São Paulo,Sudeste
02678-005,2678005,SP,São Paulo,Sudeste
83820-602,83820602,SP,São Paulo,Sudeste
02130-070,2130070,SP,São Paulo,Sudeste
33010-500,33010500,SP,Sorocaba,Sudeste
69099-952,69099,SP,São Paulo,Sudeste
04151-080,4151080,SP,São Paulo,Sudeste
02512-000,2512000,SP,São Paulo,Sudeste
62400-000,62400000,SP,São Paulo,Sudeste
38842-078,38842078,SP,São Paulo,Sudeste
14870-450,14870450,SP,São Paulo,Sudeste
19026-440,19026440,SP,Ribeirão Preto,Sudeste
89464-028,89464028,SP,São Paulo,Sudeste
13467-682,13467682,SP,São Paulo,Sudeste
12914-490,12914490,SP,São Paulo,Sudeste
40723-300,40723300,SP,São Paulo,Sudeste
14780-360,14780360,SP,São Paulo,Sudeste
12952-449,12952449,SP,São Paulo,Sudeste
86820-000,86820000,SP,São Paulo,Sudeste
38400-204,38400204,SP,São Paulo,Sudeste
06624-290,6624290,SP,São Paulo,Sudeste
35525-106,35525106,SP,São Paulo,Sudeste
23897-480,23897480,SP,São Paulo,Sudeste
03666-010,3666010,SP,São Paulo,Sudeste
09070-240,9070240,SP,São Paulo,Sudeste
86300-000,86300000,SP,Ribeirão Preto,Sudeste
66025-420,66025420,SP,São Paulo,Sudeste
01303-000,1303000,SP,São Paulo,Sudeste
22795-570,22795570,SP,São Paulo,Sudeste
78043-300,78043300,SP,São Paulo,Sudeste
78050-400,78050400,SP,São Paulo,Sudeste
30575-080,30575080,SP,São Paulo,Sudeste
66017-050,66017050,SP,São Paulo,Sudeste
27553-000,27553000,SP,São Paulo,Sudeste
88708-491,88708491,SP,São Paulo,Sudeste
78850-000,78850000,SP,São Paulo,Sudeste
91160-420,91160420,SP,São Paulo,Sudeste
88215-000,88215000,SP,São Paulo,Sudeste
08978-254,8978254,SP,Campinas,Sudeste
96170-000,96170000,SP,São Paulo,Sudeste
79960-000,79960000,SP,Santos,Sudeste
82410-530,82410530,SP,Campinas,Sudeste
37839-052,37839052,SP,São Paulo,Sudeste
71060-273,71060273,SP,São Paulo,Sudeste
71050-022,71050022,SP,Ribeirão Preto,Sudeste
75837-591,75837591,SP,São Paulo,Sudeste
60192-170,60192170,SP,São Paulo,Sudeste
88521-001,88521001,SP,São Paulo,Sudeste
18079-616,18079616,SP,Sorocaba,Sudeste
09030-360,9030360,SP,São Paulo,Sudeste
60340-190,60340190,SP,São Paulo,Sudeste
06719-065,6719065,SP,São Paulo,Sudeste
03303-000,3303000,SP,São Paulo,Sudeste
13345-797,13345797,SP,São Paulo,Sudeste
04131-020,4131020,SP,São Paulo,Sudeste
57470-000,57470000,SP,São Paulo,Sudeste
12940-700,12940700,SP,São Paulo,Sudeste
68790-000,68790000,SP,São Paulo,Sudeste
78841-120,78841120,SP,São Paulo,Sudeste
14820-722,14820722,SP,Ribeirão Preto,Sudeste
09790-705,9790705,SP,São Paulo,Sudeste
38705-116,38705116,SP,São Paulo,Sudeste
85601-270,85601270,SP,Campinas,Sudeste
04205-001,4205001,SP,São Paulo,Sudeste
85804-270,85804270,SP,São Paulo,Sudeste
02442-090,2442090,SP,Ribeirão Preto,Sudeste
22040-020,22040020,SP,São Paulo,Sudeste
13301-280,13301280,SP,São Paulo,Sudeste
35164-346,35164346,SP,São Paulo,Sudeste
24746-450,24746450,SP,São Paulo,Sudeste
09690-070,9690070,SP,São Paulo,Sudeste
81050-080,81050080,SP,Santos,Sudeste
29165-752,29165752,SP,São Paulo,Sudeste
14063-391,14063391,SP,Sorocaba,Sudeste
72445-020,72445020,SP,São Paulo,Sudeste
23906-470,23906470,SP,São Paulo,Sudeste
69077-330,69077330,SP,São Paulo,Sudeste
10131-070,101310,SP,São Paulo,Sudeste
52041-660,52041660,SP,São Paulo,Sudeste
25655-443,25655443,SP,São Paulo,Sudeste
78575-000,78575000,SP,São Paulo,Sudeste
04414-140,4414140,SP,São Paulo,Sudeste
06440-000,6440000,SP,São Paulo,Sudeste
06342-225,6342225,SP,São Paulo,Sudeste
07434-535,7434535,SP,São Paulo,Sudeste
14407-310,14407310,SP,São Paulo,Sudeste
14900-296,14900296,SP,São Paulo,Sudeste
76820-611,76820611,SP,São Paulo,Sudeste
11712-660,11712660,SP,São Paulo,Sudeste
23860-000,23860000,SP,São Paulo,Sudeste
02433-070,2433070,SP,São José dos Campos,Sudeste
02443-000,2443000,SP,São Paulo,Sudeste
86708-130,86708130,SP,São Paulo,Sudeste
29203-200,29203200,SP,São Paulo,Sudeste
06322-240,6322240,SP,São Paulo,Sudeste
16901-470,16901470,SP,São Paulo,Sudeste
04130-020,4130020,SP,Campinas,Sudeste
88220-000,88220000,SP,São Paulo,Sudeste
13450-730,13450730,SP,São Paulo,Sudeste
31545-210,31545210,SP,São Paulo,Sudeste
66040-105,66040105,SP,São Paulo,Sudeste
06660-805,6660805,SP,São Paulo,Sudeste
09725-160,9725160,SP,São Paulo,Sudeste
13214-206,13214206,SP,Campinas,Sudeste
09040-220,9040220,SP,São Paulo,Sudeste
09770-210,9770210,SP,São Paulo,Sudeste
81350-620,81350620,SP,Sorocaba,Sudeste
08745-250,8745250,SP,São Paulo,Sudeste
06455-000,6455000,SP,Campinas,Sudeste
09320-690,9320690,SP,São Paulo,Sudeste
72156-113,72156113,SP,São Paulo,Sudeste
14021-615,14021615,SP,São Paulo,Sudeste
69093-415,69093415,SP,São Paulo,Sudeste
35700-483,35700483,SP,São Paulo,Sudeste
74843-555,74843555,SP,São Paulo,Sudeste
06509-025,6509025,SP,São Paulo,Sudeste
09230-610,9230610,SP,Ribeirão Preto,Sudeste
18271-020,18271020,SP,São Paulo,Sudeste
99470-000,99470000,SP,São Paulo,Sudeste
51020-041,51020041,SP,São Paulo,Sudeste
82960-010,82960010,SP,Ribeirão Preto,Sudeste
05328-000,5328000,SP,São Paulo,Sudeste
06410-050,6410050,SP,São Paulo,Sudeste
13211-771,13211771,SP,São Paulo,Sudeste
22471-003,22471003,SP,São Paulo,Sudeste
13272-588,13272588,SP,São Paulo,Sudeste
09381-075,9381075,SP,São Paulo,Sudeste
06020-194,6020194,SP,São Paulo,Sudeste
58701-215,58701215,SP,São Paulo,Sudeste
53180-050,53180050,SP,São Paulo,Sudeste
07700-165,7700165,SP,São Paulo,Sudeste
85856-595,85856595,SP,São Paulo,Sudeste
14401-146,14401146,SP,Ribeirão Preto,Sudeste
13480-340,13480340,SP,Santos,Sudeste
80030-200,80030200,SP,Campinas,Sudeste
78715-120,78715120,SP,Ribeirão Preto,Sudeste
44081-000,44081000,SP,São Paulo,Sudeste
72120-460,72120460,SP,Sorocaba,Sudeste
05033-001,5033001,SP,São Paulo,Sudeste
13024-140,13024140,SP,São Paulo,Sudeste
11420-280,11420280,SP,São Paulo,Sudeste
13512-216,13512216,SP,São Paulo,Sudeste
89203-400,89203400,SP,São Paulo,Sudeste
22745-056,22745056,SP,São Paulo,Sudeste
06817-170,6817170,SP,São Paulo,Sudeste
01127-030,1127030,SP,Sorocaba,Sudeste
81920-150,81920150,SP,São Paulo,Sudeste
35500-624,35500624,SP,São Paulo,Sudeste
06401-147,6401147,SP,São Paulo,Sudeste
09175-250,9175250,SP,São Paulo,Sudeste
35520-000,35520000,SP,São Paulo,Sudeste
88735-000,88735000,SP,Ribeirão Preto,Sudeste
13060-719,13060719,SP,Sorocaba,Sudeste
49260-000,49260000,SP,São Paulo,Sudeste
55028-400,55028400,SP,São Paulo,Sudeste
05734-100,5734100,SP,São Paulo,Sudeste
76800-000,76800000,SP,Sorocaba,Sudeste
29670-000,29670000,SP,Campinas,Sudeste
73015-206,73015206,SP,São Paulo,Sudeste
71931-540,71931540,SP,São Paulo,Sudeste
81200-300,81200300,SP,São Paulo,Sudeste
05841-130,5841130,SP,São Paulo,Sudeste
20231-091,20231091,SP,São Paulo,Sudeste
93990-000,93990000,SP,São Paulo,Sudeste
13087-560,13087560,SP,Campinas,Sudeste
74655-080,74655080,SP,São Paulo,Sudeste
78785-000,78785000,SP,São Paulo,Sudeste
14061-350,14061350,SP,São Paulo,Sudeste
29124-026,29124026,SP,São Paulo,Sudeste
29176-345,29176345,SP,Campinas,Sudeste
08021-070,8021070,SP,São Paulo,Sudeste
71680-616,71680616,SP,Santos,Sudeste
36492-300,36492300,SP,São Paulo,Sudeste
71060-061,71060061,SP,Santos,Sudeste
12980-000,12980000,SP,São José dos Campos,Sudeste
83883-184,83883184,SP,São José dos Campos,Sudeste
12980-000,12980000,SP,Sorocaba,Sudeste
04326-080,4326080,SP,São Paulo,Sudeste
95520-000,95520000,SP,Sorocaba,Sudeste
22793-095,22793095,SP,São Paulo,Sudeste
18701-560,18701560,SP,São Paulo,Sudeste
69919-760,69919760,SP,São Paulo,Sudeste
07500-000,7500000,SP,São Paulo,Sudeste
18601-570,18601570,SP,São Paulo,Sudeste
75389-131,75389131,SP,São Paulo,Sudeste
89217-401,89217401,SP,São Paulo,Sudeste
11443-520,11443520,SP,São Paulo,Sudeste
30510-430,30510430,SP,São Paulo,Sudeste
91330-030,91330030,SP,São Paulo,Sudeste
08664-645,8664645,SP,São José dos Campos,Sudeste
24342-079,24342079,SP,São Paulo,Sudeste
83535-000,83535000,SP,São Paulo,Sudeste
06711-470,6711470,SP,São Paulo,Sudeste
38400-642,38400642,SP,São Paulo,Sudeste
06286-170,6286170,SP,São Paulo,Sudeste
72215-533,72215533,SP,São Paulo,Sudeste
50730-220,50730220,SP,São Paulo,Sudeste
08771-241,8771241,SP,São Paulo,Sudeste
08310-530,8310530,SP,São Paulo,Sudeste
06454-040,6454040,SP,São Paulo,Sudeste
13923-042,13923042,SP,São Paulo,Sudeste
52030-140,52030140,SP,São Paulo,Sudeste
03817-060,3817060,SP,São Paulo,Sudeste
86701-792,86701792,SP,São Paulo,Sudeste
05761-410,5761410,SP,São Paulo,Sudeste
73051-645,73051645,SP,Sorocaba,Sudeste
92025-415,92025415,SP,São Paulo,Sudeste
30882-013,30882013,SP,Santos,Sudeste
08552-330,8552330,SP,São Paulo,Sudeste
11665-120,11665120,SP,São Paulo,Sudeste
05049-000,5049000,SP,São José dos Campos,Sudeste
12914-664,12914664,SP,São Paulo,Sudeste
78217-018,78217018,SP,São Paulo,Sudeste
04830-320,4830320,SP,São Paulo,Sudeste
54345-590,54345590,SP,São Paulo,Sudeste
29166-651,29166651,SP,São Paulo,Sudeste
12323-380,12323380,SP,São Paulo,Sudeste
09710-193,9710193,SP,São Paulo,Sudeste
41927-230,41927230,SP,São Paulo,Sudeste
68459-410,68459410,SP,São Paulo,Sudeste
29650-000,29650000,SP,Ribeirão Preto,Sudeste
68480-000,68480000,SP,São Paulo,Sudeste
02957-090,2957090,SP,Ribeirão Preto,Sudeste
52041-695,52041695,SP,São Paulo,Sudeste
18610-304,18610304,SP,São Paulo,Sudeste
08655-750,8655750,SP,São Paulo,Sudeste
14140-000,14140000,SP,São Paulo,Sudeste
72255-016,72255016,SP,São Paulo,Sudeste
92714-690,92714690,SP,São José dos Campos,Sudeste
77824-110,77824110,SP,São Paulo,Sudeste
32145-270,32145270,SP,São Paulo,Sudeste
04635-080,4635080,SP,São Paulo,Sudeste
28025-685,28025685,SP,São Paulo,Sudeste
04671-050,4671050,SP,São Paulo,Sudeste
57035-180,57035180,SP,Sorocaba,Sudeste
03295-100,3295100,SP,São Paulo,Sudeste
76824-220,76824220,SP,São José dos Campos,Sudeste
69970-000,69970000,SP,São Paulo,Sudeste
09190-660,9190660,SP,São Paulo,Sudeste
68371-274,68371274,SP,São Paulo,Sudeste
04950-090,4950090,SP,São Paulo,Sudeste
68600-000,68600000,SP,São Paulo,Sudeste
38421-034,38421034,SP,São Paulo,Sudeste
72135-190,72135190,SP,São Paulo,Sudeste
66040-174,66040174,SP,Campinas,Sudeste
13270-160,13270160,SP,São Paulo,Sudeste
29050-225,29050225,SP,São Paulo,Sudeste
05171-010,5171010,SP,São Paulo,Sudeste
70296-200,70296200,SP,Santos,Sudeste
04776-100,4776100,SP,São Paulo,Sudeste
69050-055,69050055,SP,São Paulo,Sudeste
69020-080,69020080,SP,São Paulo,Sudeste
61663-130,61663130,SP,São Paulo,Sudeste
69945-000,69945000,SP,Campinas,Sudeste
37590-000,37590000,SP,São Paulo,Sudeste
68908-150,68908150,SP,São Paulo,Sudeste
08260-280,8260280,SP,São Paulo,Sudeste
09550-250,9550250,SP,São Paulo,Sudeste
14096-180,14096180,SP,São Paulo,Sudeste
68504-020,68504020,SP,São Paulo,Sudeste
83514-460,83514460,SP,São José dos Campos,Sudeste
13272-162,13272162,SP,São Paulo,Sudeste
03025-050,3025050,SP,São Paulo,Sudeste
06341-330,6341330,SP,São Paulo,Sudeste
72035-507,72035507,SP,São José dos Campos,Sudeste
03577-080,3577080,SP,São Paulo,Sudeste
17382-018,17382018,SP,São Paulo,Sudeste
18017-000,18017000,SP,Santos,Sudeste
11608-584,11608584,SP,São Paulo,Sudeste
60192-250,60192250,SP,São Paulo,Sudeste
07945-110,7945110,SP,São Paulo,Sudeste
13332-562,13332562,SP,São Paulo,Sudeste
30555-190,30555190,SP,São Paulo,Sudeste
58037-155,58037155,SP,São Paulo,Sudeste
22020-002,22020002,SP,São Paulo,Sudeste
08031-440,8031440,SP,São Paulo,Sudeste
05529-100,5529100,SP,São Paulo,Sudeste
14955-000,14955000,SP,Campinas,Sudeste
81920-040,81920040,SP,São Paulo,Sudeste
09230-420,9230420,SP,Santos,Sudeste
13631-040,13631040,SP,São Paulo,Sudeste
76960-404,76960404,SP,Campinas,Sudeste
70711-905,70711905,SP,São Paulo,Sudeste
71215-740,71215740,SP,Santos,Sudeste
04173-070,4173070,SP,São Paulo,Sudeste
20720-230,20720230,SP,São Paulo,Sudeste
06474-280,6474280,SP,São Paulo,Sudeste
07866-500,7866500,SP,São Paulo,Sudeste
78731-222,78731222,SP,São Paulo,Sudeste
32606-028,32606028,SP,São Paulo,Sudeste
06753-050,6753050,SP,São Paulo,Sudeste
44092-680,44092680,SP,São Paulo,Sudeste
89300-172,89300172,SP,São Paulo,Sudeste
87310-248,87310248,SP,São Paulo,Sudeste
11060-303,11060303,SP,São Paulo,Sudeste
13849-730,13849730,SP,São Paulo,Sudeste
36340-000,36340000,SP,São Paulo,Sudeste
06170-445,6170445,SP,São José dos Campos,Sudeste
55825-000,55825000,SP,Sorocaba,Sudeste
05709-010,5709010,SP,São Paulo,Sudeste
23071-570,23071570,SP,São Paulo,Sudeste
45053-146,4505314,SP,São Paulo,Sudeste
35900-159,35900159,SP,São Paulo,Sudeste
34589-050,34589050,SP,São Paulo,Sudeste
14402-270,14402270,SP,São Paulo,Sudeste
05203-200,5203200,SP,São Paulo,Sudeste
55395-000,55395000,SP,São Paulo,Sudeste
72814-010,72814010,SP,Ribeirão Preto,Sudeste
77016-046,77016046,SP,São Paulo,Sudeste
28991-350,28991350,SP,São Paulo,Sudeste
78894-095,78894095,SP,São Paulo,Sudeste
70684-015,70684015,SP,Sorocaba,Sudeste
78460-477,78460477,SP,São Paulo,Sudeste
04246-000,4246000,SP,São José dos Campos,Sudeste
38950-000,38950000,SP,São Paulo,Sudeste
83321-230,83321230,SP,São Paulo,Sudeste
13992-140,13992140,SP,São Paulo,Sudeste
05407-050,5407050,SP,São Paulo,Sudeste
59086-647,59086647,SP,São José dos Campos,Sudeste
06036-048,6036048,SP,São Paulo,Sudeste
88870-000,88870000,SP,São Paulo,Sudeste
31310-560,31310560,SP,São Paulo,Sudeste
90460-000,90460000,SP,São Paulo,Sudeste
95560-000,95560000,SP,São Paulo,Sudeste
22471-180,22471180,SP,São Paulo,Sudeste
74885-573,74885573,SP,Santos,Sudeste
04202-021,4202021,SP,São Paulo,Sudeste
42827-450,42827450,SP,São Paulo,Sudeste
84264-300,84264300,SP,São Paulo,Sudeste
93700-000,93700000,SP,São Paulo,Sudeste
95702-494,95702494,SP,São Paulo,Sudeste
08142-630,8142630,SP,São Paulo,Sudeste
22020-020,22020020,SP,São Paulo,Sudeste
06846-570,6846570,SP,São Paulo,Sudeste
22775-024,22775024,SP,São Paulo,Sudeste
75740-000,75740000,SP,Ribeirão Preto,Sudeste
69918-111,69918111,SP,São José dos Campos,Sudeste
85740-000,85740000,SP,São Paulo,Sudeste
04661-100,4661100,SP,São Paulo,Sudeste
04243-130,4243130,SP,São Paulo,Sudeste
88063-182,88063182,SP,São Paulo,Sudeste
14845-038,14845038,SP,São Paulo,Sudeste
06340-340,6340340,SP,São Paulo,Sudeste
06321-470,6321470,SP,São Paulo,Sudeste
22740-900,22740900,SP,São Paulo,Sudeste
25935-462,25935462,SP,São Paulo,Sudeste
39400-788,39400788,SP,São Paulo,Sudeste
60355-632,60355632,SP,São Paulo,Sudeste
04635-070,4635070,SP,São Paulo,Sudeste
09172-090,9172090,SP,São Paulo,Sudeste
95305-000,95305000,SP,São Paulo,Sudeste
06310-030,6310030,SP,São Paulo,Sudeste
09090-521,9090521,SP,Sorocaba,Sudeste
88220-000,88220000,SP,São Paulo,Sudeste
55900-000,55900000,SP,São Paulo,Sudeste
06454-040,6454040,SP,São Paulo,Sudeste
03987-130,3987130,SP,São Paulo,Sudeste
09951-000,9951000,SP,São Paulo,Sudeste
55350-000,55350000,SP,São Paulo,Sudeste
08421-570,8421570,SP,São Paulo,Sudeste
70340-902,70340902,SP,São Paulo,Sudeste
70732-040,70732040,SP,São José dos Campos,Sudeste
04719-020,4719020,SP,São Paulo,Sudeste
07112-000,7112000,SP,São Paulo,Sudeste
05756-220,5756220,SP,São Paulo,Sudeste
04041-052,4041052,SP,São Paulo,Sudeste
05021-000,5021000,SP,São Paulo,Sudeste
55630-000,55630000,SP,São Paulo,Sudeste
78466-030,78466030,SP,São Paulo,Sudeste
03057-000,3057000,SP,São Paulo,Sudeste
04003-003,4003003,SP,São Paulo,Sudeste
07033-160,7033160,SP,São Paulo,Sudeste
13348-734,13348734,SP,São Paulo,Sudeste
94828-210,94828210,SP,São Paulo,Sudeste
83030-730,83030730,SP,São Paulo,Sudeste
76864-000,76864000,SP,São Paulo,Sudeste
03470-090,3470090,SP,São Paulo,Sudeste
14021-578,14021578,SP,São Paulo,Sudeste
72215-039,72215039,SP,São Paulo,Sudeste
37264-000,37264000,SP,São Paulo,Sudeste
17052-600,17052600,SP,São José dos Campos,Sudeste
